Toyota의 통화는 JPY이고, Toyota의 주가는 2712.0입니다. Toyota의 1개월 성과는 0.9%, 3개월 성과는 8.4%, 1년 성과는 34.6%입니다. Toyota의 시가총액은 현지 통화로 44246.2억, USD로는 293.2억입니다. Toyota의 2023년 예상 PER는 14.9배, 2024년은 10.0배, 2025년은 9.7배입니다. Toyota의 PBR은 2023년에 1.3배, 2024년에 1.2배, 2025년에 1.1배입니다. Toyota의 ROE는 2023년에 9.4%, 2024년에 12.9%, 2025년에 11.9%입니다.
Nexteer의 통화는 HKD이고, Nexteer의 주가는 3.7입니다. Nexteer의 1개월 성과는 -13.8%, 3개월 성과는 -34.4%, 1년 성과는 -23.3%입니다. Nexteer의 시가총액은 현지 통화로 9.2억, USD로는 1.2억입니다. Nexteer의 2023년 예상 PER는 10.9배, 2024년은 6.4배, 2025년은 5.3배입니다. Nexteer의 PBR은 2023년에 0.6배, 2024년에 0.5배, 2025년에 0.5배입니다. Nexteer의 ROE는 2023년에 5.4%, 2024년에 8.1%, 2025년에 9.5%입니다.
Bridgestone의 통화는 JPY이고, Bridgestone의 주가는 5814.0입니다. Bridgestone의 1개월 성과는 -0.4%, 3개월 성과는 -1.5%, 1년 성과는 9.0%입니다. Bridgestone의 시가총액은 현지 통화로 4149.4억, USD로는 27.5억입니다. Bridgestone의 2023년 예상 PER는 10.9배, 2024년은 10.2배, 2025년은 9.5배입니다. Bridgestone의 PBR은 2023년에 1.2배, 2024년에 1.2배, 2025년에 1.1배입니다. Bridgestone의 ROE는 2023년에 11.8%, 2024년에 11.7%, 2025년에 11.7%입니다.
Sumitomo_R.의 통화는 JPY이고, Sumitomo_R.의 주가는 1560.0입니다. Sumitomo_R.의 1개월 성과는 -4.7%, 3개월 성과는 6.1%, 1년 성과는 21.4%입니다. Sumitomo_R.의 시가총액은 현지 통화로 410.3억, USD로는 2.7억입니다. Sumitomo_R.의 2023년 예상 PER는 14.7배, 2024년은 10.4배, 2025년은 8.8배입니다. Sumitomo_R.의 PBR은 2023년에 0.7배, 2024년에 0.7배, 2025년에 0.7배입니다. Sumitomo_R.의 ROE는 2023년에 5.0%, 2024년에 7.1%, 2025년에 7.8%입니다.
Yokohama의 통화는 JPY이고, Yokohama의 주가는 2810.0입니다. Yokohama의 1개월 성과는 -8.8%, 3개월 성과는 -11.1%, 1년 성과는 19.6%입니다. Yokohama의 시가총액은 현지 통화로 476.3억, USD로는 3.2억입니다. Yokohama의 2023년 예상 PER는 7.2배, 2024년은 6.8배, 2025년은 6.2배입니다. Yokohama의 PBR은 2023년에 0.7배, 2024년에 0.7배, 2025년에 0.6배입니다. Yokohama의 ROE는 2023년에 9.9%, 2024년에 10.4%, 2025년에 10.4%입니다.
Michelin의 통화는 EUR이고, Michelin의 주가는 27.9입니다. Michelin의 1개월 성과는 -4.0%, 3개월 성과는 -6.2%, 1년 성과는 10.5%입니다. Michelin의 시가총액은 현지 통화로 19.9억, USD로는 21.1억입니다. Michelin의 2023년 예상 PER는 8.7배, 2024년은 8.5배, 2025년은 7.8배입니다. Michelin의 PBR은 2023년에 1.1배, 2024년에 1.0배, 2025년에 1.0배입니다. Michelin의 ROE는 2023년에 12.8%, 2024년에 12.2%, 2025년에 12.6%입니다.
Goodyear의 통화는 USD이고, Goodyear의 주가는 11.8입니다. Goodyear의 1개월 성과는 -5.1%, 3개월 성과는 -26.3%, 1년 성과는 9.2%입니다. Goodyear의 시가총액은 현지 통화로 3.3억, USD로는 3.3억입니다. Goodyear의 2023년 예상 PER는 nan배, 2024년은 8.7배, 2025년은 7.1배입니다. Goodyear의 PBR은 2023년에 0.6배, 2024년에 0.6배, 2025년에 0.6배입니다. Goodyear의 ROE는 2023년에 -0.7%, 2024년에 6.3%, 2025년에 8.0%입니다.
Hankook의 통화는 KRW이고, Hankook의 주가는 38900.0입니다. Hankook의 1개월 성과는 -1.8%, 3개월 성과는 -3.0%, 1년 성과는 9.4%입니다. Hankook의 시가총액은 현지 통화로 4818.7억, USD로는 3.6억입니다. Hankook의 2023년 예상 PER는 6.7배, 2024년은 5.7배, 2025년은 5.7배입니다. Hankook의 PBR은 2023년에 0.5배, 2024년에 0.5배, 2025년에 0.4배입니다. Hankook의 ROE는 2023년에 7.7%, 2024년에 8.3%, 2025년에 8.0%입니다.
Kumho의 통화는 KRW이고, Kumho의 주가는 4235.0입니다. Kumho의 1개월 성과는 -8.0%, 3개월 성과는 -10.6%, 1년 성과는 38.4%입니다. Kumho의 시가총액은 현지 통화로 1216.5억, USD로는 0.9억입니다. Kumho의 2023년 예상 PER는 10.7배, 2024년은 8.0배, 2025년은 7.4배입니다. Kumho의 PBR은 2023년에 1.0배, 2024년에 0.9배, 2025년에 0.8배입니다. Kumho의 ROE는 2023년에 9.6%, 2024년에 11.6%, 2025년에 11.2%입니다.
Nexen의 통화는 KRW이고, Nexen의 주가는 7770.0입니다. Nexen의 1개월 성과는 -0.4%, 3개월 성과는 -6.5%, 1년 성과는 -0.4%입니다. Nexen의 시가총액은 현지 통화로 758.9억, USD로는 0.6억입니다. Nexen의 2023년 예상 PER는 6.4배, 2024년은 4.4배, 2025년은 3.9배입니다. Nexen의 PBR은 2023년에 0.5배, 2024년에 0.4배, 2025년에 0.4배입니다. Nexen의 ROE는 2023년에 7.5%, 2024년에 10.1%, 2025년에 10.2%입니다.
Cheng_Shin의 통화는 TWD이고, Cheng_Shin의 주가는 44.0입니다. Cheng_Shin의 1개월 성과는 3.7%, 3개월 성과는 17.8%, 1년 성과는 33.3%입니다. Cheng_Shin의 시가총액은 현지 통화로 142.6억, USD로는 4.4억입니다. Cheng_Shin의 2023년 예상 PER는 18.6배, 2024년은 16.5배, 2025년은 15.2배입니다. Cheng_Shin의 PBR은 2023년에 1.6배, 2024년에 1.5배, 2025년에 1.5배입니다. Cheng_Shin의 ROE는 2023년에 8.6%, 2024년에 9.8%, 2025년에 10.1%입니다.
UBER의 통화는 USD이고, UBER의 주가는 43.8입니다. UBER의 1개월 성과는 -4.7%, 3개월 성과는 -6.0%, 1년 성과는 47.3%입니다. UBER의 시가총액은 현지 통화로 89.6억, USD로는 89.6억입니다. UBER의 2023년 예상 PER는 58.3배, 2024년은 31.0배, 2025년은 19.4배입니다. UBER의 PBR은 2023년에 8.6배, 2024년에 6.1배, 2025년에 4.4배입니다. UBER의 ROE는 2023년에 16.4%, 2024년에 23.6%, 2025년에 25.4%입니다.
LYFT의 통화는 USD이고, LYFT의 주가는 9.2입니다. LYFT의 1개월 성과는 -13.0%, 3개월 성과는 -25.0%, 1년 성과는 -39.5%입니다. LYFT의 시가총액은 현지 통화로 3.5억, USD로는 3.5억입니다. LYFT의 2023년 예상 PER는 22.6배, 2024년은 19.3배, 2025년은 13.7배입니다. LYFT의 PBR은 2023년에 10.0배, 2024년에 6.7배, 2025년에 4.3배입니다. LYFT의 ROE는 2023년에 -48.2%, 2024년에 0.7%, 2025년에 5.8%입니다.
Global_X_Autonomous의 통화는 USD이고, Global_X_Autonomous의 주가는 21.1입니다. Global_X_Autonomous의 1개월 성과는 -10.3%, 3개월 성과는 -23.8%, 1년 성과는 -1.6%입니다. Global_X_Autonomous의 시가총액은 현지 통화로 0.6억, USD로는 0.6억입니다. Global_X_Autonomous의 2023년 예상 PER는 nan배, 2024년은 nan배, 2025년은 nan배입니다. Global_X_Autonomous의 PBR은 2023년에 nan배, 2024년에 nan배, 2025년에 nan배입니다. Global_X_Autonomous의 ROE는 2023년에 nan%, 2024년에 nan%, 2025년에 nan%입니다.
ARK_Autonomous_Tech의 통화는 USD이고, ARK_Autonomous_Tech의 주가는 46.9입니다. ARK_Autonomous_Tech의 1개월 성과는 -10.6%, 3개월 성과는 -19.7%, 1년 성과는 1.3%입니다. ARK_Autonomous_Tech의 시가총액은 현지 통화로 0.9억, USD로는 0.9억입니다. ARK_Autonomous_Tech의 2023년 예상 PER는 nan배, 2024년은 nan배, 2025년은 nan배입니다. ARK_Autonomous_Tech의 PBR은 2023년에 nan배, 2024년에 nan배, 2025년에 nan배입니다. ARK_Autonomous_Tech의 ROE는 2023년에 nan%, 2024년에 nan%, 2025년에 nan%입니다.
iShares_SelfDriving_EV의 통화는 USD이고, iShares_SelfDriving_EV의 주가는 31.4입니다. iShares_SelfDriving_EV의 1개월 성과는 -15.7%, 3개월 성과는 -30.5%, 1년 성과는 -12.0%입니다. iShares_SelfDriving_EV의 시가총액은 현지 통화로 0.3억, USD로는 0.3억입니다. iShares_SelfDriving_EV의 2023년 예상 PER는 nan배, 2024년은 nan배, 2025년은 nan배입니다. iShares_SelfDriving_EV의 PBR은 2023년에 nan배, 2024년에 nan배, 2025년에 nan배입니다. iShares_SelfDriving_EV의 ROE는 2023년에 nan%, 2024년에 nan%, 2025년에 nan%입니다.
Kraneshares_Electric_Vehicle의 통화는 USD이고, Kraneshares_Electric_Vehicle의 주가는 23.7입니다. Kraneshares_Electric_Vehicle의 1개월 성과는 -13.8%, 3개월 성과는 -29.3%, 1년 성과는 -22.9%입니다. Kraneshares_Electric_Vehicle의 시가총액은 현지 통화로 0.1억, USD로는 0.1억입니다. Kraneshares_Electric_Vehicle의 2023년 예상 PER는 nan배, 2024년은 nan배, 2025년은 nan배입니다. Kraneshares_Electric_Vehicle의 PBR은 2023년에 nan배, 2024년에 nan배, 2025년에 nan배입니다. Kraneshares_Electric_Vehicle의 ROE는 2023년에 nan%, 2024년에 nan%, 2025년에 nan%입니다.
Evolve_Automobile_Innovation의 통화는 CAD이고, Evolve_Automobile_Innovation의 주가는 20.2입니다. Evolve_Automobile_Innovation의 1개월 성과는 -18.7%, 3개월 성과는 -35.8%, 1년 성과는 -27.3%입니다. Evolve_Automobile_Innovation의 시가총액은 현지 통화로 0.0억, USD로는 0.0억입니다. Evolve_Automobile_Innovation의 2023년 예상 PER는 nan배, 2024년은 nan배, 2025년은 nan배입니다. Evolve_Automobile_Innovation의 PBR은 2023년에 nan배, 2024년에 nan배, 2025년에 nan배입니다. Evolve_Automobile_Innovation의 ROE는 2023년에 nan%, 2024년에 nan%, 2025년에 nan%입니다.
